basin_id,lai_dif,lai_max,ndvi_mean,root_depth_50,root_depth_99,evergreen_needleleaf_tree,evergreen_broadleaf_tree,deciduous_needleleaf_tree,deciduous_broadleaf_tree,mixed_forest,closed_shrubland,open_shrubland,woody_savanna,savanna,grassland,permanent_wetland,cropland,urban_and_built-up_land,cropland_natural_vegetation,snow_and_ice,barren,water_bodies
17456,0.513455772,0.680730633,0.507379248,0.137928994,1.618047337,9.19E-05,0,0,0,0,4.60E-05,0.002769065,0.003688256,0.003722726,0.409752623,0,0,0,0,0.004641917,0.030046074,4.60E-05
18110,1.376236197,1.482632887,0.623579641,0.149765258,1.750375587,0.020696246,0,0.002457338,0.002238908,0.026293515,0.002375427,0.036696246,0.038498294,0.019686007,0.474511945,0.000191126,0,0,0,0.000846416,0.039972696,0.000163823
18139,0.291111116,0.501118823,0.436345298,0.131020408,1.500204082,0,0,0,0,0,0,0,0,0,0.298334148,0,0.00099532,0.00158902,0,0,0,0
18141,0.26118125,0.393740755,0.282451992,0.13,1.5,0,0,0,0,0,0,0,0,0,0.554781913,0,0,0,0,0,0,0
18142,0.381648429,0.513505146,0.355575432,0.130232558,1.500046512,0,0,0,0,0,0,0,0,0,0.56308204,0,0.000221729,0.001396896,0,0,0,0
18144,0.286899389,0.508373527,0.428026879,0.129795571,1.489914821,0,0,0,0,0,0,0,0.000675943,0.000372934,0.260067284,5.05E-05,0.001363541,0.001829709,1.55E-05,0,4.27E-05,0.001324694
18148,0.450817666,0.64582467,0.487040585,0.132101449,1.509347826,4.43E-05,0,0.000299305,4.43E-05,8.87E-05,0,0,0.002239244,0.001773659,0.327883027,0.003713598,0.007648904,0.002693745,0,0.000166281,0.010021173,0.002516379
18150,0.226926751,0.430121595,0.33720766,0.138830769,1.608338462,0,0,0.000177051,0,0,0,0,0.000327544,8.85E-05,0.306049822,0,0.007285636,0.001301323,0,1.77E-05,0.016722438,0
18153,0.417821202,0.533568221,0.315553088,0.134087591,1.536934307,0,0,0,0,0,0,0,0,0,0.588066863,0,0.012188516,0.001663829,0,0,0.010176443,0
18154,0.271148148,0.459111111,0.342091208,0.13,1.5,0,0,0,0,0,0,0,0,0,0.344290657,0,0,0,0,0,0,0
18155,0.773698496,0.965573288,0.543867709,0.141741935,1.646,0,0,0,0,0,0,0,8.25E-05,0.001072077,0.337003134,0,0.007772555,0.001669965,0,0,0.028678047,0
18156,0.666908747,0.880828931,0.510029962,0.155084746,1.831581921,0,0,0,0.000228645,0.000182916,0,0,0.001097494,0.000640205,0.273260777,0,0.002698006,0.000259131,0,0,0.041232242,0
18157,0.203651492,0.410942504,0.292731143,0.138222222,1.584111111,0,0,0,0,0,0,0,0,0,0.295772059,0,0.00903799,0,0,0,0.00658701,0
18158,0.124277574,0.291708075,0.194237386,0.155486726,1.85539823,0,0,0,0,0,0,0,0,0,0.416372935,0,0,0,0,0,0.044750847,0
18159,0.26279547,0.466935521,0.277189666,0.162666667,1.8364,0,0,0,0,0,0,0,8.54E-05,0,0.255059346,0,0.055332593,0,0,0,0.06340193,0
18160,0.512255006,0.709197006,0.497396283,0.138022814,1.541444867,0.000346725,0,0.000458572,0,0.000659896,0,0.000111847,0.004339656,0.001174392,0.305912223,0,0.029728883,0.001879026,0,0,0.000782928,0
18161,1.449818894,1.603055792,0.649848983,0.155636364,1.839333333,0.012057536,0,0.001125704,0.001100688,0.014559099,0.000600375,0.000375235,0.024190119,0.015859912,0.380412758,0.000900563,0,0,0.000100063,0.001150719,0.042801751,0
18162,1.852352523,1.986510306,0.730528162,0.143423423,1.652792793,0.002976707,0,0.003699208,0.009927172,0.018568291,0.00449396,0.003236807,0.025489856,0.017152188,0.454814751,0.0001445,0,0.000997052,0,5.78E-05,0.01371308,0
18163,0.088340892,0.300377929,0.16241958,0.166,2.002,0,0,0,0,0,0,0,0,0,0.258518519,0,0,0,0,0,0.162222222,0
18164,0.213580694,0.412188477,0.289923414,0.147170732,1.732731707,0,0,0,0,0,0,0,0,0,0.312793328,0,0.001116766,0.000452361,0,0,0.028512864,0
18165,0.242307346,0.420477844,0.241333576,0.151575342,1.758493151,0,0,0,0,0,0,0,0,0,0.350779967,0,0.027914614,0.001359811,0,0,0.064449918,0
18166,0.299523357,0.441836735,0.274667453,0.138064516,1.601370968,0,0,0,0,0,0,0,0,0,0.488470067,0,0.026348854,0,0,0,0.027790096,0
18167,0.288447531,0.402961231,0.240420821,0.146833333,1.69725,0,0,0,0,0,0,0,0,0,0.558500323,0.000554068,0.016575861,0.003970819,0,0,0.047141934,0.004432542
18168,0.58608543,0.75267689,0.486938638,0.135590551,1.522204724,0,0,0,0,0.000511409,0,0,0.001910263,0.000872403,0.400553525,0,0.037964592,0.001714724,0,0,0.005114089,0
18169,1.167531406,1.3264963,0.610516161,0.140648855,1.633091603,0.004418758,0,0.002966225,6.12E-05,0.005580784,7.64E-05,0.001590141,0.018439521,0.003715426,0.418986897,0.000336376,0,0,0,0.000259927,0.016620033,0
18170,2.487588334,2.618057084,0.802985855,0.144482759,1.614482759,0.007464523,0,0.002296776,0.001558527,0.032072841,0.000574194,0.000984333,0.043228611,0.003035026,0.470100894,0,0,0,0,0,0,0
18171,1.128517404,1.260584167,0.552484477,0.152983193,1.787689076,0.01046832,0,4.08E-05,0.001877359,0.017161514,0.001489644,0.000408122,0.013529232,0.005081114,0.459851036,0.000857055,0,0,0,0.001346801,0.052178349,0
18172,0.681808202,0.880693869,0.500143335,0.169963768,2.034166667,0.011789888,0,0.002452852,0.000277681,0.010308921,0.000428092,0.000821474,0.019761657,0.005854449,0.225616106,0.003019785,0,0,5.79E-05,0.010783293,0.073180609,0.00612056
18173,0.129151539,0.28687544,0.194320722,0.149285714,1.768928571,0,0,0,0,0,0,0,0,0,0.412793803,0,0.000534188,0,0,0,0.062166132,0
18174,0.656850394,0.84125,0.477020559,0.147391304,1.503478261,0,0,0,0,0,0,0,0,0,0.251337275,0,0.131615991,0.003589527,0,0,0.003096847,0
18175,0.493753122,0.619347692,0.390628427,0.138529412,1.574470588,0,0,0,0,0,0,0,0,0.000228879,0.542414099,0,0.029811461,0.002660716,0,0,0.010185106,0.000200269
18176,0.501495442,0.639862588,0.394938594,0.135947368,1.535070175,9.01E-05,0,0,0,0.000237598,0,0.000172054,0.000835689,0.000253984,0.488837,0.000213019,0.043308345,0.00286756,0,0,0.005530294,0.000827496
18177,0.179916208,0.373455286,0.239188176,0.140223325,1.590471464,0,0,0,0,0,0,0,0,0,0.319886443,0.000100562,0.021705834,0.002459891,0,0,0.014163714,0.000549221
18178,0.545390875,0.701532397,0.460219332,0.132488038,1.535215311,3.92E-05,0,0.000137088,0,0,0,7.83E-05,0.006580236,0.001468803,0.459754808,0,0,0,0,0,0.009929106,0.000685441
18179,0.934883885,1.071754873,0.539752674,0.130212766,1.501489362,0,0,0.00019162,0,0.000510986,0,0,0.004982115,0.000223556,0.531872764,0,0,0,0,0,0.004055953,0
18180,0.905946589,1.040376984,0.586127911,0.133296089,1.536843575,0.002047717,0,0.00118552,0,0.000309852,0,0.000161662,0.022646136,0.00103733,0.524646701,0,0,0,0,0,0.00561775,0
18181,0.280279569,0.434550151,0.286945838,0.135434783,1.575326087,0.000114396,0,0,0,0,0,0,0.001212593,0.000183033,0.459732772,0,0.002333669,0.000915164,0,0,0.018280406,0.001395626
18182,0.336626871,0.492900455,0.343043783,0.133028169,1.518028169,0,0,0,0,0,0,0,0,0.000291971,0.468905109,0,0.010043796,0,0,0,0.000905109,0
18183,0.439295638,0.584137758,0.403754239,0.132586207,1.517758621,0,0,0,0,0,0,0,0.001044932,0.000626959,0.495715778,0.000766284,0.010309997,0.002856148,0,0,0.004528039,0.00815047
18184,0.500015523,0.650774942,0.450986077,0.144,1.689209302,0.003003972,0,8.06E-05,0,0,0,0.000100804,0.005725691,0.000282252,0.453398117,0,0.000766114,0.000544344,0,0,0.034656559,0.000241931
18185,0.782411511,0.907201708,0.54118527,0.139528986,1.628876812,0.000802068,0,0.000427769,0,0.000106942,0,7.13E-05,0.012833081,0.001907138,0.544069156,5.35E-05,0.001033776,0,0,0,0.023224312,0.00014259
23987,0.96981461,1.207631907,0.723063576,0.165932203,1.753728814,0,0,0,0.044422588,0.043766904,0,0,0.001038166,0.076332541,0.06291834,0.006775401,0.073436604,0.030735186,0.005272792,0,0.000792285,0.03152747
23989,0.868922799,1.078774155,0.696026887,0.118571429,1.287142857,0,0,0,0.010410288,0,0,0,0.000918555,0.046233925,0.180649112,0.015309247,0.04531537,0,0.004898959,0,0,0.041334966
23990,0.912625829,1.130881377,0.796277451,0.178486842,1.546513158,0,0,0,0.002858856,0,0,0,0,0.009972394,0.009326178,0.000134413,0.237740004,0.000155092,0.012247071,0,0,0.000258486
23991,1.365476298,1.544129143,0.765827244,0.162765957,1.945319149,0,0,0,0.009641873,0,0,0,0.000865801,0.212475403,0.099291617,0.001338056,0.077489177,0.001534829,0.001613538,0,0,0.008107044
24008,2.58577446,2.841660757,0.854182713,0.212640264,2.218679868,0,0,0,0.148863188,0.244391828,0,0,0.039173724,0.092462739,0.011595787,0,0.001381174,0,0.0001366,0,0,0.000212488
24009,2.343084732,2.531209703,0.799930527,0.186271186,1.850271186,0,0,6.46E-05,0.179799612,0.068051067,0,0,0.018358112,0.083564964,0.028571429,0.001616031,0.16300905,0.002149321,0.007611506,0,0,0.008985133
24010,1.584174997,1.756516311,0.805680357,0.182541806,1.659431438,0,0,0,0.079100332,0,0,0,0.010389261,0.033370452,0.003732302,0.00020803,0.272800695,0.000367112,0.035573123,0,0,0.00041606
24011,1.456423939,1.634913902,0.789793688,0.17953271,1.551158879,0,0,0,0.009526627,6.57E-05,0,0,0.000506246,0.024003945,0.004286654,0.000243261,0.357435897,0.003359632,0.017633136,0,0,5.92E-05
24012,1.85037341,1.997988293,0.80186178,0.179054054,1.77472973,0,0,0,0.034739752,0,0,0,0.015386465,0.125135233,0.008654886,0,0.285611251,0,0.040329367,0,0,0
24013,2.941754325,3.117256289,0.86589126,0.19296875,1.966875,0,0,0,0.441546632,0.002546195,0,0,0.038920413,0.026553179,0.011894369,0,0.014695184,0.000436491,0.002291576,0,0,0
24014,2.360442116,2.474685334,0.809334917,0.181898734,1.75335443,0,0,0,0.160706904,0,0,0,0.013814248,0.091256718,0.017672592,0.000447843,0.345562905,0.002135869,0.015915668,0,0,0.002445914
24015,1.875994416,1.991566265,0.75900497,0.177894737,1.687969925,0,0,0,0.000119085,0,0,0,0,0.154533185,0.038147031,0.003374087,0.398539219,0,0.018934582,0,0,0
24017,1.637608225,1.785119048,0.783461968,0.18,1.767142857,0,0,0,0,0,0,0,0,0.158313679,0.001474057,0,0.284787736,0,0.054834906,0,0,0
24018,2.388010113,2.52449712,0.83042909,0.180583333,1.571583333,0,0,0,0.063122924,0,0,0,0.035437431,0.003440911,0.002926752,0.000514159,0.436560671,0.000395507,0.018509729,0,0,0.001226072
24019,2.356107117,2.495711041,0.828505197,0.181052632,1.646015038,0,0,0,0.153704574,0,0,0,0.060737782,0.00289787,0.005012531,0.000587406,0.348919173,0.00195802,0.021107456,0,0,0.007127193
24020,1.230012453,1.390012453,0.75029867,0.17375,1.9025,0,0,0,0,0,0,0,0,0.349537037,0.015432099,0,0.038323045,0,0.047582305,0,0,0
24021,1.87521813,2.051342873,0.812684003,0.181837838,1.687324324,0,0,0,0.105881703,0.000641238,0,0,0.019834163,0.036760641,0.006135987,0.000851299,0.280187949,0.005970149,0.017446103,0,0,0.000442233
24022,1.536009538,1.735344009,0.829169455,0.182253521,1.725352113,0,0,0,0.126632781,0,0,0,0.036172987,0.022337776,0.003747687,0.001842613,0.171394218,0.001608382,0.022111353,0,0,0.000413807
24023,1.635625215,1.873406605,0.824382691,0.192920962,1.908900344,0,0,0.000109189,0.17156927,0.062412648,0,0,0.046383648,0.009652341,0.017645003,0.002555031,0.051177061,0.000556866,0.003745196,0,0,0.003887142
24035,2.596459757,2.749852223,0.831885954,0.18260479,1.992065868,0,0,2.96E-05,0.300488889,0.001348148,0,0,0.046725926,0.154755556,0.035096296,0.001407407,0.024237037,0.001274074,0.007511111,0,0,0.005718519
24036,2.040879437,2.229042566,0.833807963,0.185895954,1.845722543,0,0,0,0.235863167,4.82E-05,0,0,0.046921741,0.037489144,0.00219531,0.000313616,0.112057319,0.002894915,0.050636881,0,0,0.002050565
24038,1.483813503,1.668006224,0.81092927,0.181914063,1.680195313,0,0,0,0.067840973,0,0,0,0.020005659,0.030998868,0.001443124,0.000268817,0.255673458,0.001428976,0.040025467,0,0,0.00352292
24039,1.502884857,1.689443561,0.786329872,0.177307692,2.139615385,0,0,0,0.058666667,0,0,0,0.00237037,0.250666667,0.028740741,0,0.031703704,0.002222222,0.013777778,0,0,0.013037037
24057,1.744270446,1.889361702,0.789546681,0.175588235,1.894705882,0,0,0,0.039198606,0,0,0,0.00012444,0.245146839,0.024639124,0,0.182429069,0,0.020657043,0,0,0.004604281
24058,1.751230337,1.923130342,0.818438501,0.181929134,1.639488189,0,0,0,0.047139416,6.02E-05,0,0,0.005058717,0.022734116,0.001866908,0.000286058,0.341071966,0.003056308,0.028952123,0,0,1.51E-05
24059,1.820467853,1.997454076,0.807484525,0.178435374,1.583265306,0,0,0,0.064622642,0,0,0,0.049587264,0.008991745,0.008873821,0.000795991,0.307340802,0.004569575,0.061291274,0,0.000412736,0.006662736
24060,1.78394014,1.985157911,0.816645768,0.181320755,1.629292453,0,0,0,0.076104338,0.000103169,0,0,0.018106161,0.017504342,0.001117664,5.16E-05,0.291297694,0.00622453,0.022422064,0,0,0
24061,2.09837728,2.301437466,0.83252669,0.183809524,1.753047619,0,0,0,0.222884559,0.005628713,0,0,0.057097163,0.016159182,0.009761974,0.001557762,0.176878661,0.007581107,0.007103394,0,0,0.000186931
24062,1.275608963,1.514032967,0.820594587,0.186746464,1.799053319,0,0,2.47E-05,0.123833828,0.015456498,0,0,0.050101862,0.011434419,0.004468978,0.000305123,0.097907594,0.00658943,0.022489744,0,0,3.08E-05
24063,1.324032424,1.512999366,0.807217451,0.1771875,1.744609375,0,0,0,0.021012416,0,0,0,0.00053878,0.107535572,0.017485857,9.80E-05,0.216711973,0.00046531,0.010922538,0,0,0.00203267
24064,1.620905368,1.79065246,0.795331088,0.166605505,1.926146789,0,0,0,0.007878044,0,0,0,3.41E-05,0.215128572,0.080963099,0,0.106438851,0,0.022576905,0,0,0.001534684
24065,2.654695133,2.760573921,0.818424741,0.174535316,2.042342007,0,0,4.24E-05,0.129137529,0.000190718,0,0,0.001440983,0.323521933,0.103263403,0.001462174,0.082030091,0.002627675,0.008179699,0,0,0.004958678
24066,0.724236457,0.966985568,0.790667827,0.157732794,1.470688259,0,0,0,0.00477283,0,0,0,0,0.030839235,0.013443727,0.007757767,0.123755956,6.91E-05,0.016536092,0,0,0.023864151
24067,0.055148195,0.349308536,0.647989985,0.010917431,0.135137615,0,0,0,0,0,0,0,0,0.010475336,0.004699552,0.003372197,0.000627803,0,0,0,0.000125561,0.21103139
24068,1.200591188,1.414269391,0.804666974,0.135140187,1.506121495,0,0,0,0.098926237,0.002380952,0,0,0.007796452,0.121490819,0.012620604,0.01215375,0.042032369,0.005633364,0.00210084,0,0,0.087379396
24069,1.268485542,1.478626341,0.781080317,0.167490494,1.77338403,0,0,0,0.066210554,0,0,0,0.00119228,0.106692369,0.032068996,0.003342842,0.097488411,0.003911125,0.013137369,0,0,0.017405063
24072,0.003248055,0.302661681,0.510351714,0,0,0,0,0,0,0,0,0,0,0,0,0.001873004,0,0,0,0,0,0.040684107
24073,1.060254338,1.324595486,0.835129524,0.175382353,1.864,0,0,0,0.07354773,0,0,0,0.008396215,0.06603186,0.030368906,0.00028746,0.051934363,0.001060007,0.002946461,0,0,0.005821056
24074,0.600992899,0.861411486,0.783318723,0.072345277,0.702052117,0,0,0,0.02057233,0,0,0,0.004055881,0.02032447,0.018059937,0.005295178,0.0852411,0.000901307,0.005914826,0,0,0.24148265
24075,1.220221165,1.447829861,0.811904459,0.115433071,1.137716535,0,0,0,0.094293633,0,0,0,0.010584661,0.044108317,0.056696384,0.0070787,0.123276236,0.000367291,0.001936626,0,0,0.157901766
24076,1.659477675,1.885267293,0.862584995,0.190222222,1.944933333,0,0,0,0.259472089,0.002690073,0,0,0.023238191,0.017314979,0.014157616,0.000303107,0.007426118,0.000202071,0,0,0,0.004344531
24077,2.314363053,2.474988916,0.831814383,0.184966887,2.025231788,0,0,0,0.253861928,0.016514012,0,0,0.004142174,0.134463431,0.046165414,0,0.02556391,0.004237867,0.000232399,0,0,0.000915926
24098,1.335867806,1.516664589,0.696465753,0.159342105,2.080723684,0,0,0,0.017039897,0,0,0,0.00020592,0.312483912,0.044298584,0.005276705,0.01994852,0.001338481,7.72E-05,0,7.72E-05,0.043861004
24099,1.855782313,2.030782313,0.74994399,0.163333333,2.106666667,0,0,0,0.118518519,0,0,0,0,0.196296296,0.059259259,0,0.094444444,0,0.011111111,0,0,0.025925926
24100,1.022512223,1.240048397,0.814227323,0.179831461,1.549775281,0,0,0,0.008336058,0,0,0,0.000190694,0.010569903,0.003527841,8.17E-05,0.231924921,0.000163452,0.021548436,0,0,0.000286041
24101,0.863575482,1.08046571,0.785684313,0.177854785,1.615049505,0,0,0,0.006056419,0,0,0,9.64E-05,0.022185452,0.014482393,0.000257036,0.231003406,0.000465878,0.006305423,0,0,0.000795206
24102,1.629717272,1.796689189,0.673814372,0.135,1.8075,0,0,0,0,0,0,0,0,0.358730159,0.022222222,0.00952381,0.037037037,0,0,0,0,0.101587302
24103,1.544103275,1.718504958,0.772655613,0.18018018,2.406396396,0,0,0,0.001135181,0,0,0,6.31E-05,0.417305206,0.00022073,9.46E-05,0,0,0,0,0,0.000819853
24104,1.33689741,1.509645239,0.728360257,0.160511628,1.901767442,0,0,0,0.00060285,0,0,0,0,0.234344172,0.030051151,0.004786262,0.151826818,0,0.003854585,0,0.000219218,0.034362441
24105,1.454907141,1.701369381,0.840492939,0.20108365,2.170494297,0.000272328,0,0.000121035,0.096207575,0.076978163,0,0,0.033143376,0.09280347,0.003237682,3.03E-05,0.001931514,0.004871653,0,0,0,0.000741338
24110,1.373607939,1.536659221,0.658396412,0.1175,1.261875,0,0,0,0.039205156,0,0,0,0,0.136143931,0.077873255,0.035714286,0.174274973,0.001879699,0.001879699,0,0,0.068743287
24112,2.238557496,2.404033978,0.776065571,0.172777778,2.116190476,0,0,0,0.146452846,0,0,0,0.000283206,0.30480034,0.014655905,0.002088643,0.019612008,0,0.000106202,0,0,0.030338431
24113,1.422744681,1.598664796,0.798864324,0.179581395,1.525209302,0,0,0,0.00968938,0,0,0,8.24E-05,0.003295707,0.00225756,0.000131828,0.38795419,0.00214221,0.012704952,0,0,0.000741534
24114,1.824474361,1.974727141,0.749680913,0.168815789,2.001578947,0,0,0,0.06060794,0,0,0,0,0.324162531,0.038337469,0.002388337,0.092183623,0.000837469,0.000434243,0,0,0.025031017
24115,1.340503211,1.514214154,0.713568342,0.163581395,1.397023256,0,0,0,0.000321837,0.000107279,0,0,7.15E-05,0.000393356,0.024584741,0.001519784,0.390423573,0.005614261,0.000107279,0,0.000250317,0.024906578
24116,1.267883762,1.479933323,0.820793762,0.181547619,1.607946429,0,0,3.41E-05,0.060734029,0.000554532,0,0,0.005519724,0.006057194,0.002064565,0.000221813,0.244377901,0.007823164,0.004197379,0,0,0.000273
24118,1.645734634,1.803035519,0.815178861,0.179101796,1.509820359,0,0,0,0.000772574,0,0,0,0,0.00041043,0.005504587,0.000265572,0.462819894,0.003259295,0.001907291,0,0,0.002245292
24119,1.007003539,1.206421902,0.73326501,0.161981132,1.409056604,0,0,0,0,0,0,0,0,0.000139509,0.036216518,0.00234375,0.293554688,0.000920759,5.58E-05,0,0,0.026227679
24120,1.007941062,1.252467865,0.816641342,0.1892,1.782457143,0,0,0,0.101372605,0.009150701,0,0,0.024462526,0.002521642,0.00317155,0.000688902,0.112330049,0,0.002560636,0,0,0.000545922
24121,1.143825694,1.321367521,0.664786818,0.148461538,1.276923077,0,0,0,0,0,0,0,0,0,0.034008932,0.005496393,0.36825833,0.001030574,0,0,0,0.064582618
24122,1.899100445,2.118526918,0.812307409,0.193380282,1.872997988,0,0,0.000107636,0.251811189,0.025783055,0,0,0.042210023,0.006342267,0.004106742,5.80E-05,0.135207862,0.011475695,0.001747021,0,0,0.000240112
24123,0.953509966,1.160065521,0.749625533,0.169047619,1.444285714,0,0,0,0.005322462,0.003085895,0,0,0.001840213,0.001047506,0.01814733,0.002576298,0.29870902,0.004501444,0.001019195,0,0.000368043,0.010559991
24124,1.470295983,1.689684637,0.807451496,0.184137931,1.68062069,0,0,0,0.104252303,0.004228679,0,0,0.0345854,0.003945193,0.004488542,0.000307111,0.250082684,0.004842901,0.00519726,0,0,0.000165367
24125,1.354815272,1.580621212,0.764094298,0.181089494,1.649027237,0,0,0,0.096309407,0.004798427,0,0,0.025657162,0.007118977,0.014028187,0.001022616,0.213398886,0.01986234,0.005139299,0,0.000144215,0.006384792
24126,2.203063672,2.462851189,0.833103235,0.196434426,1.951762295,0,0,0.000125219,0.382455011,0.015008408,0,0,0.036671318,0.003202032,0.009230439,0,0.051339845,0.002361275,0.000608207,0,0,7.16E-05
24127,2.561204301,2.771808723,0.873303925,0.215438596,2.12522807,0,0,0,0.274905149,0.206163376,0,0,0.026341463,0.000123887,0.003128146,0,0.00168796,0.004599303,0,0,0,0
24128,2.597769191,2.856006322,0.854842515,0.208247423,2.06443299,0,0,0,0.400645887,0.078631893,0,0,0.054362186,0,0.005284533,0,0.00968831,0.000880755,0,0,0,0
24129,2.420328411,2.743648321,0.873624518,0.219719626,2.161495327,4.01E-05,0,0,0.234266715,0.245002604,0,0,0.020951007,0,0.000801186,0,0.000440652,0.000200296,0,0,0,0
24130,2.435593952,2.703407407,0.851777681,0.228068182,2.218295455,0,0,0,0.155469211,0.299872123,0,0,0.049478654,0.000147551,0.005656109,0.000196734,0.002164076,0.011410584,0,0,0,0
24131,3.197237723,3.494326049,0.87025238,0.232346369,2.269050279,0,0,0,0.169861737,0.454435296,0,0,0.035202734,0.004753767,0.002112785,0,0,0,0,0,0,0
24132,2.385823151,2.704468599,0.864386157,0.227314815,2.222314815,0,0,0,0.098144413,0.353287616,0,0,0.051633723,0.000726099,0.004719645,0,0.002662364,0.003791852,0,0,0,0
24133,2.884630175,3.160124766,0.857217553,0.21488,2.12256,0,0,0.000119732,0.288932791,0.23637053,0,0,0.037436143,9.98E-05,0.005208333,0,0.005866858,0.008640645,0,0,0,0
24136,1.974919035,2.250936563,0.843686808,0.215688073,2.134678899,0,0,0.000132749,0.131753617,0.216016195,0,0,0.075932563,0.004944909,0.001891677,0,0.001559804,0.002787734,0,0,0,0
24137,1.692482285,1.973351971,0.839488604,0.217727273,2.145151515,0,0,0.000671892,0.129053129,0.187856165,0,0,0.052133881,0.002712455,0.002762225,0,0.004255319,0.001766828,0,0,0,0
24138,2.665888105,3.025054706,0.85250399,0.233333333,2.268644689,0,0,9.42E-05,0.066239578,0.471006642,0,0,0.051495596,0.000207264,0.003165481,0,0.002562532,0.005125065,0,0,0,0
24139,2.230008116,2.389002677,0.78616034,0.178080808,1.615252525,0,0,0,0.141426783,0.004901961,0,0,0.035982478,0.000834376,0.013350021,0.000886525,0.395963705,0.000730079,0.011107635,0,0,0.013193575
24141,1.793765128,1.962998745,0.814869895,0.18,1.554962406,0,0,0,0.041899441,0.000205822,0,0,0.018229932,0.000147016,0.004234049,0.000323434,0.38235813,0.003146133,0.01170244,0,0,0
24142,2.582318069,2.717362317,0.827509594,0.181472393,1.642269939,0,0,0,0.098384976,0.003371658,0,0,0.04325837,0.019555615,0.003405374,0,0.449475707,0.001146364,0.019555615,0,0,0
24143,1.284525869,1.474755202,0.80661275,0.18,1.51,0,0,0,0,0,0,0,0,0,0,0,0.368647813,0.000220946,0,0,0,0
24144,1.801687618,2.000349148,0.830301532,0.183881279,1.739954338,0,0,0,0.160950842,0.003584103,0,0,0.053076355,0.011665905,0.005182895,0.00019326,0.203995221,0.005727538,0.008450754,0,0.000105415,0.000421659
24145,2.376943798,2.529191716,0.821098214,0.181702786,1.655650155,5.75E-05,0,0,0.160385878,0.004162562,0,0,0.066026273,0.007528736,0.006789819,0.000804598,0.339926108,0.0163711,0.022684729,0,1.64E-05,0.000993432
24146,2.036107038,2.232748538,0.83307457,0.182641509,1.708773585,0,0,0,0.165313512,0.003239947,0,0,0.040213455,0.007280351,0.009643606,0.000304936,0.241013913,0.003926053,0.015170574,0,0,0.000686106
24147,2.025241419,2.20809033,0.842449208,0.185204819,1.765759036,0,0,0,0.227829943,0.001271518,2.17E-05,0,0.089093201,0.004325335,0.003521127,0,0.163406364,0.004042775,0.025691184,0,0,0
24148,2.217518271,2.391761437,0.859469991,0.188630137,1.881643836,0,0,3.85E-05,0.343068783,0.004829245,0,0,0.059163059,0.005040885,0.016065416,0.002943723,0.050832131,0.000557961,0.002193362,0,5.77E-05,0.002866763
24149,2.820371392,2.974367774,0.89133284,0.197304965,1.986382979,0,0,0.000127898,0.50372502,0.004316547,0,0,0.015251799,0.000383693,0.003900879,0.000639488,0.000799361,0,0,0,0,0.000511591
24150,2.601325171,2.764688827,0.856075511,0.189094077,1.897770035,6.47E-05,0,0,0.426920341,0.005382775,0,0,0.05324583,0.005980861,0.0158412,0.006271822,0.028756627,0.000840553,0.006756757,0,6.47E-05,0.000775896
24151,2.341953453,2.457023404,0.807550829,0.179857143,1.596428571,0,0,0,0.07114978,0.000121971,0,0,0.068466417,0.006423809,0.000772483,0,0.397991543,0.005732639,0.10005692,0,0,0
24152,2.20962416,2.366382294,0.802364054,0.183478261,1.704057971,0,0,0,0.195437291,0.0016537,0,0,0.079452776,0.009696696,0.011538317,0.000488593,0.223550194,0.060209719,0.027473973,0,0,0
24153,1.77129277,2.026610941,0.844382456,0.2025,1.966633858,0,0,0,0.228636631,0.084209364,0,0,0.026067432,0.001604829,0.004969081,0,0.088295053,0.002318905,0.003334806,0,0,0
24154,1.787134484,1.959448161,0.820767514,0.182666667,1.642,0,0,0,0.112185799,0.000868759,0,0,0.033881617,0.003127534,0.001853353,0,0.29752114,0.022182324,0.02890073,0,0,0
24155,2.838628474,3.012433687,0.861710624,0.193756614,1.875079365,8.45E-05,0,0,0.392257883,0.021255631,0,0,0.04107545,8.45E-05,0.002843468,8.45E-05,0.134656532,0.000422297,0.023085586,0,0,0.000112613
24156,2.227227611,2.412224062,0.828735371,0.183737705,1.701278689,6.08E-05,0,0.000182282,0.206586463,0.006000122,0,0,0.033676631,0.000744319,0.014537003,0.002916515,0.264354721,0.00419249,0.009812857,0,0,0.001291165
24157,2.4211488,2.5884002,0.86499691,0.207522124,2.071504425,0,0,0,0.372665901,0.064492962,0,0,0.025854639,0.001580006,0.006212295,0.000502729,0.003447285,0,0,0,0,0.000251365
24158,2.539880438,2.720490269,0.861559944,0.186878981,1.850923567,0,0,0,0.342517287,0.004675744,0,0,0.072070426,0.004020835,0.011803588,0.004645283,0.092722897,0.000715831,0.018246063,0,0.000137074,0.003396387
24159,2.380147654,2.558540907,0.878955068,0.195204678,1.949649123,0,0,0,0.3912724,0.005380677,0,0,0.044633545,0.000402958,0.00263108,0,0.033184792,0.001232578,0.005641415,0,0,0
24160,2.266934682,2.438755662,0.845684659,0.184482759,1.713103448,0,0,0,0.170233737,0,0,0,0.0416784,0.000563222,0.006195438,0.003801746,0.236834694,0.010278795,0.033511687,0,0,0
24161,1.943367733,2.164761647,0.863754195,0.191978022,1.85,0,0,0.000143714,0.286913854,0.002094112,0,0,0.019278147,0.003325942,0.002792149,0.000328488,0.101235937,0.001149708,0.013878624,0,0,0.000123183
